;sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
4941;femenino;comercio;variedades;buenos_aires;3;9;2017-03-08;7300000.0;microempresarial
4942;femenino;industria;ebanistaria;manrique_central_no__2;1;3;2016-12-19;6000000.0;microempresarial
4943;masculino;servicio;peluqueria;san_javier_no_1;1;13;2017-02-09;2000000.0;microempresarial
4944;femenino;comercio;tienda;robledo;1;7;2017-04-17;7377000.0;microempresarial
4945;masculino;comercio;distribuidora_de_;cabecera_san_cristobal;3;60;2018-04-03;7000000.0;microempresarial
4946;femenino;comercio;variedades;popular;2;1;2017-06-14;7000000.0;microempresarial
4947;femenino;comercio;tienda;manrique_central_no__1;2;4;2018-02-16;7800000.0;microempresarial
4948;femenino;industria;fabrica_de_;el_salvador;2;9;2018-02-22;5000000.0;microempresarial
4949;femenino;comercio;bares;moravia;1;4;2018-04-03;6000000.0;microempresarial
4950;masculino;comercio;tienda;la_milagrosa;3;9;2017-05-19;7370000.0;microempresarial
4951;masculino;servicio;publicidad_y_;la_milagrosa;3;9;2018-02-02;7800000.0;microempresarial
4952;femenino;industria;fabrica_de_;playon_de_los_;2;2;2016-12-07;6890000.0;microempresarial
4953;masculino;comercio;fabrica_de_alimentos;robledo;3;7;2018-05-15;2000000.0;microempresarial
4954;femenino;industria;fabrica_de_;doce_de_octubre_no_1;2;6;2016-09-26;6890000.0;microempresarial
4955;femenino;industria;fabrica_de_;eduardo_santos;2;13;2018-04-09;5000000.0;microempresarial
4956;femenino;servicio;peluqueria;belalcazar;3;5;2018-01-11;7000000.0;microempresarial
4957;femenino;comercio;variedades;manrique_central_no__2;1;3;2019-01-09;3750000.0;microempresarial
4958;masculino;servicio;criadero_de_animales_;cabecera_san_antonio_;2;80;2017-06-02;7377000.0;microempresarial
4960;femenino;industria;fabrica_de_arepas;cabecera_san_cristobal;3;60;2016-08-22;6890000.0;microempresarial
4961;femenino;servicio;peluqueria;manrique_oriental;2;3;2018-04-30;7800000.0;microempresarial
4962;masculino;comercio;fabrica_de_;manrique_central_no__2;2;3;2016-06-23;6890000.0;microempresarial
4963;masculino;comercio;tienda;robledo;2;7;2016-04-25;3000000.0;microempresarial
4964;masculino;comercio;variedades;moravia;2;4;2018-04-11;5000000.0;microempresarial
4965;femenino;servicio;productos_de_belleza;robledo;3;7;2017-02-24;7370000.0;microempresarial
4966;masculino;servicio;tienda;picacho;1;6;2016-09-20;6000000.0;microempresarial
4967;femenino;industria;fabrica_de_;popular;1;1;2018-07-03;7000000.0;microempresarial
4968;masculino;comercio;variedades;trinidad;3;15;2016-11-25;5000000.0;microempresarial
4969;masculino;comercio;legumbreria;popular;2;1;2018-08-01;1000000.0;microempresarial
4970;femenino;comercio;papeleria;cabecera_san_cristobal;2;60;2016-12-01;5000000.0;microempresarial
4971;femenino;industria;fabrica_de_;villatina;2;8;2018-01-30;7812000.0;microempresarial
4972;masculino;servicio;publicidad_y_;belencito;3;13;2017-10-13;7377170.0;microempresarial
4974;masculino;comercio;distribuidora_de_;campo_valdes_no__1;3;4;2018-03-23;800000.0;microempresarial
4975;femenino;servicio;cafeteria;manrique_central_no__2;3;3;2016-02-23;6800000.0;microempresarial
4977;femenino;comercio;comidas_rapidas;robledo;1;7;2017-06-20;7360000.0;microempresarial
4978;femenino;servicio;comidas_rapidas;juan_xxiii_la_quiebra;2;13;2016-06-09;6000000.0;microempresarial
4979;masculino;comercio;almacen_de_ropa_en_;moravia;2;4;2017-05-10;7000000.0;microempresarial
4980;femenino;industria;fabrica_de_;robledo;3;7;2016-02-10;689000.0;microempresarial
4981;femenino;industria;fabrica_de_;cabecera_san_antonio_;2;80;2019-02-08;7000000.0;microempresarial
4982;femenino;industria;fabrica_de_;san_javier_no_1;1;13;2018-04-20;3000000.0;microempresarial
4983;femenino;servicio;tienda_de_helados;cabecera_san_cristobal;1;60;2017-09-13;5000000.0;microempresarial
4984;masculino;servicio;recreativo_educativo;cabecera_san_antonio_;3;80;2018-04-10;7800000.0;microempresarial
4985;masculino;comercio;comidas_rapidas;santa_cruz;2;2;2017-03-17;7377000.0;microempresarial
4986;femenino;comercio;almacen_de_ropa_en_;enciso;2;8;2018-05-04;2600000.0;microempresarial
4987;masculino;servicio;recreativo_educativo;aranjuez;3;4;2019-03-18;7377000.0;microempresarial
4988;femenino;comercio;comidas_rapidas;santander;1;6;2019-04-30;4000000.0;microempresarial
4989;femenino;comercio;carniceria;doce_de_octubre_no_1;2;6;2018-09-27;7800000.0;microempresarial
4990;femenino;industria;fabrica_de_;santa_monica;3;12;2019-02-25;7500000.0;microempresarial
4992;masculino;servicio;variedades;loreto;3;9;2018-05-28;7500000.0;microempresarial
4993;femenino;servicio;joyeria;robledo;2;7;2018-02-12;5000000.0;microempresarial
4994;femenino;servicio;peluqueria;campo_valdes_no__1;2;4;2016-10-26;6890000.0;microempresarial
4995;femenino;comercio;comidas_rapidas;la_libertad;2;8;2018-05-22;7812000.0;microempresarial
4996;masculino;servicio;mantenimiento_en_;manrique_oriental;2;3;2018-05-17;7000000.0;microempresarial
4997;femenino;industria;fabrica_de_;buenos_aires;3;9;2018-11-06;5000000.0;microempresarial
4998;femenino;comercio;almacen_de_ropa_en_;robledo;1;7;2016-12-02;4000000.0;microempresarial
4999;femenino;comercio;restaurante;cabecera_san_antonio_;2;80;2018-03-06;6000000.0;microempresarial
5000;femenino;industria;fabrica_de_;calasanz;2;12;2017-06-12;7300000.0;microempresarial
5003;femenino;comercio;variedades;aranjuez;3;4;2017-11-15;5000000.0;microempresarial
5004;femenino;comercio;almacen_de_ropa_en_;barrio_caicedo;1;9;2018-10-25;7000000.0;microempresarial
5005;femenino;comercio;comidas_rapidas;naranjal;3;11;2017-01-31;2000000.0;microempresarial
5006;femenino;servicio;papeleria;santa_lucia;3;12;2016-11-15;6890000.0;microempresarial
5007;femenino;comercio;comidas_rapidas;girardot;3;5;2017-07-11;4000000.0;microempresarial
5008;masculino;servicio;publicidad_y_;villa_hermosa;3;8;2018-05-25;7800000.0;microempresarial
5010;femenino;comercio;variedades;barrio_de_jesus;3;9;2016-06-17;6890000.0;microempresarial
5011;masculino;industria;fabrica_de_;santo_domingo_savio_;1;1;2017-11-02;7000000.0;microempresarial
5012;masculino;comercio;legumbreria;belen;3;16;2018-03-15;4000000.0;microempresarial
5013;masculino;comercio;variedades;enciso;2;8;2017-03-09;7377000.0;microempresarial
5014;femenino;industria;fabrica_de_;la_milagrosa;3;9;2019-02-08;8281000.0;microempresarial
5015;femenino;comercio;papeleria;la_francia;2;2;2017-07-25;5000000.0;microempresarial
5016;femenino;comercio;almacen_de_ropa_en_;playon_de_los_;2;2;2018-10-03;7800000.0;microempresarial
5017;masculino;agropecuaria;criadero_de_animales_;cabecera_san_antonio_;2;80;2017-09-28;14000000.0;fomento_agropecuario
5018;masculino;comercio;cafe_e_internet;popular;2;1;2017-11-15;3000000.0;microempresarial
5019;masculino;comercio;gimnasio;calasanz;2;12;2017-04-26;30000000.0;empresarial_ed__
5020;femenino;comercio;comidas_rapidas;belen;3;16;2016-09-09;6000000.0;microempresarial
5021;femenino;comercio;comidas_rapidas;san_javier_no_1;2;13;2018-07-25;4000000.0;microempresarial
5022;masculino;industria;fabrica_de_;villa_hermosa;3;8;2017-03-22;5000000.0;microempresarial
5023;femenino;comercio;variedades;la_libertad;1;8;2018-07-19;7800000.0;microempresarial
5024;femenino;servicio;barberia;popular;2;1;2018-08-29;7800000.0;microempresarial
5025;femenino;comercio;bares;cabecera_san_cristobal;2;60;2017-11-07;7300000.0;microempresarial
5026;masculino;industria;fabrica_de_;el_salvador;3;9;2017-09-11;7370000.0;microempresarial
5027;femenino;industria;fabrica_de_;andalucia;2;2;2018-03-13;7000000.0;microempresarial
5028;masculino;comercio;variedades;san_jose_de_la_cima_no__;1;3;2019-02-20;3750000.0;microempresarial
5029;masculino;servicio;peluqueria;juan_xxiii_la_quiebra;1;13;2018-12-13;7800000.0;microempresarial
5030;femenino;comercio;productos_de_belleza;blanquizal;1;13;2017-06-06;7377000.0;microempresarial
5031;femenino;industria;reciclaje;andalucia;2;2;2017-10-02;22000000.0;juridica_y_cap_semilla
5032;femenino;servicio;peluqueria;enciso;3;8;2018-02-05;7500000.0;microempresarial
5033;femenino;comercio;distribuidora_de_;manrique_central_no__1;2;4;2018-03-14;3500000.0;microempresarial
5034;masculino;comercio;comidas_rapidas;santa_cruz;2;2;2018-04-10;7800000.0;microempresarial
5035;femenino;comercio;restaurante;popular;2;1;2016-08-12;6890000.0;microempresarial
5036;femenino;comercio;comidas_rapidas;belen;3;16;2017-09-29;7300000.0;microempresarial
5037;masculino;servicio;variedades;belencito;2;13;2018-02-15;7000000.0;microempresarial
5038;femenino;servicio;fabrica_de_;castilla;2;5;2016-06-27;6890000.0;microempresarial
5039;femenino;industria;fabrica_de_;cabecera_san_antonio_;2;80;2017-07-17;7000000.0;microempresarial
5040;masculino;servicio;cafe_e_internet;20_de_julio;1;13;2017-09-19;7370000.0;microempresarial
5041;femenino;industria;fabrica_de_;robledo;1;7;2018-08-10;7000000.0;microempresarial
5042;masculino;comercio;tienda;belen;3;16;2018-07-04;7800000.0;microempresarial
5043;femenino;comercio;miscelanea;robledo;1;7;2017-02-09;7000000.0;microempresarial
5044;masculino;industria;fabrica_de_;manrique_central_no__1;1;4;2019-04-02;3000000.0;microempresarial
5045;femenino;servicio;peluqueria;santa_cruz;1;2;2017-02-03;7377000.0;microempresarial
5046;femenino;servicio;restaurante;enciso;1;8;2016-10-04;4000000.0;microempresarial
5047;masculino;agropecuaria;legumbreria;robledo;1;7;2018-08-03;2000000.0;microempresarial
5049;masculino;servicio;mantenimiento_en_;san_javier_no_1;3;13;2018-05-23;7800000.0;microempresarial
5053;femenino;comercio;almacen_de_ropa_en_;moravia;1;4;2018-07-12;2000000.0;microempresarial
5054;femenino;servicio;peluqueria;villa_hermosa;1;8;2018-04-06;7000000.0;microempresarial
5055;femenino;comercio;variedades;jardin_botanico;2;4;2017-03-13;1000000.0;microempresarial
5056;femenino;comercio;comidas_rapidas;alfonso_lopez;3;5;2018-09-20;7800000.0;microempresarial
5057;femenino;servicio;publicidad_y_;buenos_aires;3;9;2017-10-26;15000000.0;microempresarial
5058;masculino;comercio;variedades;santa_cruz;2;2;2018-07-17;6000000.0;microempresarial
5059;femenino;servicio;drogueria;buenos_aires;3;9;2016-09-13;2500000.0;microempresarial
5060;femenino;comercio;variedades;santa_cruz;2;2;2018-11-07;5000000.0;microempresarial
5061;masculino;comercio;mantenimiento_en_;popular;2;1;2016-09-21;5500000.0;microempresarial
5062;femenino;industria;fabrica_de_;robledo;1;7;2016-07-19;6890000.0;microempresarial
5063;masculino;comercio;criadero_de_animales_;santo_domingo_savio_;1;1;2018-04-26;4000000.0;microempresarial
5064;femenino;comercio;variedades;cabecera_san_antonio_;2;80;2019-02-18;7000000.0;microempresarial
5065;femenino;servicio;mantenimiento_en_;robledo;2;7;2017-01-27;7377000.0;microempresarial
5066;femenino;comercio;comidas_rapidas;manrique_central_no__2;2;3;2018-12-10;1200000.0;microempresarial
5067;femenino;servicio;peluqueria;castilla;3;5;2017-05-19;7377000.0;microempresarial
5068;masculino;industria;carpinteria;castilla;3;5;2018-06-20;7800000.0;microempresarial
5069;femenino;comercio;restaurante;manrique_central_no__1;2;4;2017-11-21;7000000.0;microempresarial
5070;femenino;comercio;restaurante;centro_admtivo;3;10;2018-05-15;4800000.0;microempresarial
5071;femenino;servicio;fabrica_de_;robledo;2;7;2019-04-04;5000000.0;microempresarial
5072;masculino;comercio;comidas_rapidas;santa_lucia;3;12;2017-09-06;5000000.0;microempresarial
5073;masculino;comercio;variedades;moravia;1;4;2017-12-26;3000000.0;microempresarial
5074;masculino;servicio;cafe_e_internet;andalucia;2;2;2018-05-25;7800000.0;microempresarial
5075;masculino;comercio;panaderia;villa_hermosa;2;8;2017-10-13;7377000.0;microempresarial
5076;femenino;comercio;tienda;manrique_central_no__1;2;4;2018-08-10;7800000.0;microempresarial
5077;masculino;servicio;fabrica_de_arepas;blanquizal;2;13;2016-08-26;3000000.0;microempresarial
5078;femenino;industria;fabrica_de_;pedregal;3;6;2018-05-10;7800000.0;microempresarial
5079;femenino;comercio;fabrica_de_;san_javier_no_1;1;13;2019-04-01;8281000.0;microempresarial
5081;masculino;comercio;granero;manrique_central_no__1;3;4;2018-06-08;5000000.0;microempresarial
5082;femenino;comercio;tienda;cabecera_san_antonio_;2;80;2016-05-19;6800000.0;microempresarial
5083;femenino;comercio;almacen_de_ropa_en_;doce_de_octubre_no_1;2;6;2017-05-18;7370000.0;microempresarial
5084;masculino;comercio;tienda;popular;1;1;2016-04-08;6800000.0;microempresarial
5085;femenino;comercio;tienda;manrique_central_no__1;1;4;2018-01-31;3000000.0;microempresarial
5086;femenino;comercio;papeleria;barrio_caicedo;1;9;2018-01-15;5000000.0;microempresarial
5087;masculino;comercio;comidas_rapidas;moravia;2;4;2018-07-06;2000000.0;microempresarial
5088;femenino;servicio;panaderia;santa_cruz;1;2;2017-02-20;4000000.0;microempresarial
5089;femenino;comercio;distribuidora_de_;moravia;2;4;2016-11-15;6890000.0;microempresarial
5090;femenino;comercio;variedades;santa_cruz;2;2;2018-10-24;2000000.0;microempresarial
5091;masculino;industria;fabrica_de_;florencia;3;5;2017-04-20;7300000.0;microempresarial
5092;femenino;comercio;comidas_rapidas;villa_hermosa;3;8;2018-06-28;3000000.0;microempresarial
5093;masculino;comercio;tienda;el_diamante;2;3;2019-02-12;6750000.0;microempresarial
5094;femenino;comercio;almacen_de_ropa_en_;villa_del_socorro;2;2;2017-08-24;7300000.0;microempresarial
5095;femenino;comercio;variedades;boston;3;10;2017-09-22;7377000.0;microempresarial
5096;femenino;comercio;variedades;manrique_central_no__2;2;3;2017-05-04;7377000.0;microempresarial
5097;femenino;comercio;variedades;picacho;1;6;2019-01-31;8280000.0;microempresarial
5098;masculino;comercio;carniceria;buenos_aires;2;9;2018-07-11;2000000.0;microempresarial
5099;femenino;comercio;variedades;aranjuez;3;4;2018-10-03;7000000.0;microempresarial
5100;masculino;comercio;variedades;buenos_aires;2;9;2017-03-29;1500000.0;microempresarial
5101;masculino;comercio;carniceria;santo_domingo_savio_;2;1;2018-05-11;5000000.0;microempresarial
5102;masculino;industria;fabrica_de_alimentos;santo_domingo_savio_;1;1;2017-07-28;7300000.0;microempresarial
5103;femenino;servicio;peluqueria;campo_valdes_no__1;3;4;2017-05-11;7000000.0;microempresarial
5104;masculino;servicio;peluqueria;cataluna;3;9;2017-04-03;7377000.0;microempresarial
5105;femenino;comercio;variedades;robledo;3;7;2017-10-25;7300000.0;microempresarial
5106;masculino;servicio;recreativo_educativo;robledo;2;7;2016-02-25;5000000.0;microempresarial
5107;femenino;servicio;peluqueria;belen;3;16;2018-06-18;3000000.0;microempresarial
5109;femenino;industria;fabrica_de_;francisco_antonio_zea;3;5;2017-03-08;300000.0;microempresarial
5110;masculino;servicio;barberia;popular;2;1;2017-06-09;6500000.0;microempresarial
5112;femenino;comercio;fabrica_de_;barrio_caicedo;2;9;2017-02-22;5000000.0;microempresarial
5113;masculino;comercio;fabrica_de_;villa_hermosa;3;8;2017-05-19;7377000.0;microempresarial
5114;femenino;industria;fabrica_de_;moravia;2;4;2018-08-23;4000000.0;microempresarial
5115;masculino;comercio;tienda;buenos_aires;3;9;2018-06-18;7800000.0;microempresarial
5116;masculino;servicio;publicidad_y_;popular;2;1;2018-02-15;5000000.0;microempresarial
5117;femenino;industria;fabrica_de_;manrique_oriental;2;3;2017-05-08;7377000.0;microempresarial
5118;masculino;comercio;distribuidora_de_;enciso;2;8;2018-02-01;7377000.0;microempresarial
5119;femenino;industria;fabrica_de_;boston;3;10;2016-08-09;6890000.0;microempresarial
5120;femenino;industria;fabrica_de_;villatina;2;8;2017-03-28;4000000.0;microempresarial
5122;masculino;servicio;peluqueria;aranjuez;3;4;2016-10-11;6890000.0;microempresarial
5123;masculino;industria;fabrica_de_;aranjuez;3;4;2018-05-07;5700000.0;microempresarial
5124;femenino;comercio;fabrica_de_alimentos;altavista;2;70;2018-06-01;1000000.0;microempresarial
5125;femenino;comercio;tienda;robledo;2;7;2017-03-24;7370000.0;microempresarial
5126;femenino;industria;fabrica_de_;doce_de_octubre_no_1;2;6;2017-11-02;5000000.0;microempresarial
5127;masculino;servicio;peluqueria;popular;2;1;2017-11-15;7370000.0;microempresarial
5128;femenino;industria;fabrica_de_;playon_de_los_;2;2;2017-10-05;7000000.0;microempresarial
5129;femenino;comercio;restaurante;belen;2;16;2017-06-02;3000000.0;microempresarial
5130;femenino;comercio;variedades;moravia;2;4;2018-04-05;2500000.0;microempresarial
5131;masculino;comercio;comidas_rapidas;belen;3;16;2018-05-02;3500000.0;microempresarial
5132;femenino;comercio;variedades;belen;2;16;2017-11-23;3000000.0;microempresarial
5133;masculino;comercio;tienda;manrique_oriental;2;3;2019-05-08;8000000.0;microempresarial
5134;masculino;comercio;tienda_de_helados;villa_hermosa;3;8;2018-06-07;5000000.0;microempresarial
5135;femenino;industria;fabrica_de_;san_pablo;1;1;2018-05-29;2500000.0;microempresarial
5136;femenino;industria;fabrica_de_;cabecera_san_antonio_;3;80;2017-11-09;4000000.0;microempresarial
5137;femenino;comercio;almacen_de_ropa_en_;belen;3;16;2018-06-27;7800000.0;microempresarial
5138;femenino;servicio;restaurante;enciso;1;8;2016-10-07;4130000.0;microempresarial
5139;masculino;comercio;tienda;manrique_oriental;2;3;2018-10-31;6500000.0;microempresarial
5140;masculino;servicio;mantenimiento_en_;la_francia;2;2;2018-10-29;7000000.0;microempresarial
5141;femenino;comercio;variedades;aranjuez;3;4;2016-09-19;3000000.0;microempresarial
5142;masculino;comercio;fabrica_de_alimentos;san_javier_no_1;1;13;2018-05-16;2000000.0;microempresarial
5143;femenino;servicio;peluqueria;santo_domingo_savio_;2;1;2018-07-11;5000000.0;microempresarial
5144;femenino;servicio;barberia;villa_hermosa;2;8;2018-03-06;7800000.0;microempresarial
5145;femenino;industria;fabrica_de_;la_frontera;2;2;2016-12-06;6800000.0;microempresarial
5146;femenino;agropecuaria;sembrados;manrique_central_no__1;2;4;2017-11-07;7377000.0;microempresarial
5147;masculino;comercio;variedades;popular;2;1;2018-01-24;7000000.0;microempresarial
5148;femenino;servicio;peluqueria;belen;3;16;2017-12-12;3500000.0;microempresarial
5149;femenino;comercio;variedades;buenos_aires;1;9;2019-02-13;7000000.0;microempresarial
5150;femenino;industria;fabrica_de_;robledo;2;7;2016-03-07;3000000.0;microempresarial
5152;femenino;comercio;variedades;buenos_aires;2;9;2018-08-01;7800000.0;microempresarial
5153;femenino;industria;fabrica_de_;villa_hermosa;1;8;2017-09-12;5000000.0;microempresarial
5154;masculino;comercio;carpinteria;cabecera_san_antonio_;2;80;2018-07-25;6000000.0;microempresarial
5155;femenino;comercio;comidas_rapidas;buenos_aires;3;9;2016-08-31;6890000.0;microempresarial
